,year,make,model,trim,body,transmission,state,condition,odometer,color,interior,sellingprice,saleyear
1455,2012,MINI,Cooper Coupe,S,Hatchback,automatic,ca,4.6,19781.0,gray,—,16500,2014
1456,2012,Mazda,Mazda3,s Touring,Hatchback,automatic,ca,2.4,33113.0,gray,black,14500,2014
1457,2012,Infiniti,G Coupe,G37,G Coupe,automatic,ca,4.1,49037.0,gray,black,20750,2014
1458,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.4,31659.0,white,gray,20750,2014
1459,2012,Jaguar,XJ,Supercharged,Sedan,automatic,ca,3.8,63818.0,black,black,37000,2015
1460,2012,Lexus,RX 350,Base,SUV,automatic,ca,4.2,33845.0,silver,gray,29750,2014
1461,2012,Infiniti,G Coupe,G37,G Coupe,automatic,ca,3.8,43336.0,black,black,19500,2014
1462,2012,Infiniti,M,M37,Sedan,automatic,ca,2.9,47527.0,gray,tan,23750,2014
1463,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.1,17678.0,black,black,22000,2014
1464,2012,Kia,Sedona,LX,Minivan,automatic,ca,3.0,66523.0,gray,gray,9000,2014
1465,2012,Infiniti,M,M37,Sedan,automatic,ca,3.1,43774.0,white,beige,27000,2014
1466,2012,Mercedes-Benz,E-Class,E350,Convertible,automatic,ca,2.1,29315.0,gray,black,28500,2014
1467,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,3.5,25586.0,black,black,22500,2014
1468,2012,Infiniti,G Coupe,G37,G Coupe,automatic,ca,4.2,44470.0,black,black,22500,2014
1469,2012,MINI,Cooper,Base,Hatchback,manual,ca,3.6,79616.0,gray,black,10250,2014
1470,2012,Lexus,IS 250,Base,Sedan,automatic,ca,3.6,13661.0,black,black,23000,2014
1471,2012,MINI,Cooper,Base,Hatchback,automatic,ca,4.3,8536.0,white,black,15500,2014
1472,2012,Lexus,IS 250,Base,Sedan,automatic,ca,3.7,33997.0,brown,beige,23500,2014
1473,2012,Kia,Soul,Base,Wagon,automatic,ca,3.5,51215.0,silver,black,9300,2014
1474,2012,Jeep,Wrangler,Unlimited Sport,SUV,automatic,ca,3.0,42701.0,red,black,22500,2015
1475,2012,Land Rover,Range Rover Sport,HSE,SUV,automatic,ca,4.4,19547.0,gray,black,46500,2014
1476,2012,MINI,Cooper,Base,Hatchback,automatic,ca,3.8,22094.0,red,black,14500,2014
1477,2012,Kia,Optima,SX,Sedan,automatic,ca,4.6,42315.0,gray,black,18250,2014
1478,2012,Infiniti,M,M37,Sedan,automatic,ca,4.3,18639.0,silver,black,27500,2014
1479,2012,MINI,Cooper,Base,Hatchback,automatic,ca,4.0,28155.0,blue,—,15000,2014
1480,2012,Mazda,Mazda3,i Touring,Hatchback,automatic,ca,4.6,26072.0,gray,black,14750,2014
1481,2012,Kia,Optima,Hybrid,Sedan,automatic,ca,4.2,26375.0,white,gray,15400,2014
1482,2012,Infiniti,QX,QX56,SUV,automatic,ca,4.4,34994.0,gray,black,42000,2014
1483,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,3.4,24873.0,gray,black,20000,2014
1484,2012,Kia,Optima,LX,Sedan,automatic,ca,4.5,39404.0,silver,gray,10250,2014
1485,2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,ca,4.2,33942.0,white,gray,21000,2014
1486,2012,Infiniti,G Coupe,G37,G Coupe,automatic,ca,2.9,29700.0,black,black,21000,2014
1487,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,3.4,21609.0,black,black,22000,2014
1488,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,3.8,44583.0,gray,black,19000,2014
1489,2012,Jeep,Wrangler,Unlimited Sport,SUV,automatic,ca,3.6,64624.0,red,black,20900,2015
1490,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.3,27834.0,black,black,20750,2014
1491,2012,MINI,Cooper,Base,Hatchback,manual,ca,3.6,25245.0,silver,black,12000,2015
1492,2012,MINI,Cooper,Base,Hatchback,automatic,ca,3.9,14416.0,blue,black,16000,2014
1493,2012,Infiniti,M,M37,Sedan,automatic,ca,3.9,39257.0,gray,beige,25250,2014
1494,2012,Jaguar,XJ,Base,Sedan,automatic,ca,2.5,22095.0,black,black,35000,2014
1495,2012,Lexus,ES 350,Base,Sedan,automatic,ca,2.5,8055.0,gold,tan,23500,2014
1496,2012,Jaguar,XF,Portfolio,Sedan,automatic,ca,3.5,48806.0,black,black,28500,2014
1497,2012,Mazda,Mazda3,i Touring,Sedan,manual,ca,4.2,28481.0,white,black,9600,2014
1498,2012,Kia,Soul,Base,Wagon,automatic,ca,4.8,22047.0,white,black,12100,2014
1499,2012,MINI,Cooper,S,Hatchback,automatic,ca,4.1,20462.0,gray,—,17000,2014
1500,2012,MINI,Cooper,S,Hatchback,manual,ca,3.9,36557.0,gray,—,15750,2014
1501,2012,Lincoln,MKZ,Base,Sedan,automatic,ca,3.5,35825.0,blue,black,14250,2014
1502,2012,Infiniti,G Sedan,G37x,G Sedan,automatic,ca,4.7,52545.0,white,gray,20500,2014
1503,2012,Kia,Optima,Hybrid,Sedan,automatic,ca,3.9,12267.0,silver,black,17000,2014
1504,2012,Kia,Optima,Hybrid,Sedan,automatic,ca,3.8,49523.0,silver,black,14200,2014
1505,2012,MINI,Cooper Coupe,Base,Hatchback,automatic,ca,3.9,19744.0,blue,black,14500,2014
1506,2012,Kia,Optima,SX,Sedan,automatic,ca,4.5,32284.0,black,black,15000,2015
1507,2012,Infiniti,G Coupe,G37,G Coupe,automatic,ca,2.2,37322.0,white,beige,19500,2014
1508,2012,MINI,Cooper Countryman,Base,Wagon,automatic,ca,4.7,15738.0,beige,—,17750,2014
1509,2012,Mercedes-Benz,E-Class,E350 Luxury,Sedan,automatic,ca,4.4,31215.0,gray,black,29000,2014
1510,2012,Infiniti,M,M37,Sedan,automatic,ca,4.2,21235.0,—,black,28000,2015
1511,2012,Infiniti,G Coupe,G37,G Coupe,manual,ca,3.4,28778.0,white,black,23750,2015
1512,2012,Lexus,IS 250,Base,Sedan,automatic,ca,3.7,52392.0,black,black,21250,2014
1513,2012,Infiniti,G Coupe,G37,G Coupe,manual,ca,4.0,9633.0,black,black,27500,2014
1515,2012,Mazda,Mazda5,Sport,Minivan,automatic,ca,2.7,71064.0,gray,black,10800,2014
1516,2012,Kia,Soul,Base,Wagon,automatic,ca,1.0,27086.0,black,black,3600,2015
1517,2012,Lexus,ES 350,Base,Sedan,automatic,ca,3.9,31675.0,silver,black,24100,2014
1518,2012,Lexus,IS 250,Base,Sedan,automatic,ca,3.6,23023.0,blue,beige,21500,2014
1519,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.2,31852.0,—,black,21250,2014
1520,2012,Infiniti,M,M37x,Sedan,automatic,ca,4.3,36721.0,gray,black,27250,2015
1521,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,3.9,23842.0,white,black,23250,2014
1522,2012,Kia,Sorento,SX,SUV,automatic,ca,3.9,57480.0,white,black,19400,2014
1523,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,2.3,43860.0,blue,black,16750,2014
1524,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.2,44905.0,black,black,23000,2014
1525,2012,Jeep,Liberty,Sport,SUV,automatic,ca,3.5,36431.0,silver,black,14100,2014
1526,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.4,17031.0,blue,black,21000,2014
1527,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.2,29871.0,blue,black,21750,2014
1528,2012,Infiniti,M,M37x,Sedan,automatic,ca,3.8,35421.0,black,black,27750,2014
1529,2012,MINI,Cooper,Base,Hatchback,automatic,ca,3.0,21054.0,red,—,13750,2015
1530,2012,Infiniti,M,M37,Sedan,automatic,ca,3.9,31821.0,black,black,25500,2014
1531,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.2,42321.0,black,black,21000,2014
1532,2012,Infiniti,G Coupe,G37,G Coupe,automatic,ca,3.9,30681.0,gray,black,22750,2014
1533,2012,Infiniti,G Coupe,G37,G Coupe,automatic,ca,3.5,33491.0,gray,black,23250,2014
1534,2012,Lexus,IS 350,Base,Sedan,automatic,ca,3.8,90943.0,white,black,20750,2014
1535,2012,Mazda,Mazda3,i Touring,Sedan,automatic,ca,3.4,41550.0,black,black,11250,2014
1536,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,3.5,29586.0,gray,black,22750,2014
1537,2012,MINI,Cooper,Base,Hatchback,automatic,ca,3.6,26865.0,blue,—,14250,2015
1538,2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,ca,4.8,32711.0,white,black,23500,2014
1540,2012,MINI,Cooper,Base,Hatchback,manual,ca,3.9,48311.0,red,—,13000,2014
1541,2012,Infiniti,M,M37,Sedan,automatic,ca,4.2,29321.0,black,black,26000,2015
1542,2012,Jeep,Liberty,Sport,SUV,automatic,ca,4.3,29745.0,silver,black,15750,2014
1543,2012,MINI,Cooper,Base,Hatchback,automatic,ca,3.7,43544.0,blue,—,12300,2014
1544,2012,Infiniti,M,M37x,Sedan,automatic,ca,2.7,18725.0,—,black,29500,2014
1545,2012,Jaguar,XF,Base,Sedan,automatic,ca,4.8,28823.0,white,beige,32000,2014
1546,2012,MINI,Cooper,Base,Hatchback,automatic,ca,3.8,27277.0,blue,—,13500,2014
1547,2012,Mercedes-Benz,E-Class,E350 Luxury,Sedan,automatic,ca,4.1,28489.0,—,off-white,29000,2014
1548,2012,Jeep,Patriot,Sport,SUV,automatic,ca,3.7,142823.0,white,black,5900,2014
1549,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,3.3,32906.0,gold,beige,21000,2014
1550,2012,Kia,Forte,EX,Sedan,automatic,ca,2.6,77875.0,gray,gray,6500,2015
1551,2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,ca,3.8,34087.0,—,black,20000,2014
1552,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.0,42171.0,gray,black,20250,2014
1554,2012,MINI,Cooper,Base,Hatchback,automatic,ca,4.5,28376.0,red,black,14000,2014
1555,2012,Infiniti,M,M37,Sedan,automatic,ca,3.4,31389.0,gray,black,25500,2014
1557,2012,Land Rover,Range Rover Sport,HSE,SUV,automatic,ca,4.5,30055.0,white,tan,34500,2014
1558,2012,MINI,Cooper,S,Hatchback,manual,ca,4.3,4975.0,green,—,18250,2014
1559,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.2,28412.0,white,black,21250,2014
1560,2012,Mazda,Mazda3,i Sport,Sedan,automatic,ca,3.7,64821.0,gray,black,9500,2014
1561,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,2.5,35691.0,gray,black,10500,2014
1562,2012,Mercedes-Benz,S-Class,S550,Sedan,automatic,ca,3.3,40158.0,—,black,40500,2015
1564,2012,Nissan,Sentra,2,Sedan,automatic,ca,3.6,33730.0,black,gray,10400,2015
1565,2012,Mercedes-Benz,SL-Class,SL550,Convertible,automatic,ca,3.9,26776.0,silver,black,20500,2015
1567,2012,Nissan,Leaf,SL,Hatchback,automatic,ca,4.6,39384.0,—,beige,12000,2014
1568,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,4.6,37161.0,gold,beige,12250,2014
1570,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.5,61267.0,red,black,9800,2014
1571,2012,Ram,1500,ST,Regular Cab,automatic,ca,3.6,81338.0,white,black,10000,2014
1572,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.8,36353.0,white,black,12000,2014
1574,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,2.5,77489.0,blue,black,8000,2014
1576,2012,Toyota,Avalon,Base,Sedan,automatic,ca,3.5,48994.0,black,black,17000,2014
1577,2012,Nissan,Maxima,3.5 S,Sedan,automatic,ca,1.9,57933.0,blue,black,10000,2015
1580,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,2.9,53958.0,blue,black,10000,2014
1582,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,2.6,41233.0,white,gray,10400,2014
1583,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.8,48019.0,—,gray,11600,2014
1584,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,2.9,39056.0,black,gray,12600,2014
1585,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,4.5,35285.0,black,gray,12700,2014
1586,2012,Nissan,Versa,1.8 S,Hatchback,automatic,ca,2.5,32712.0,silver,black,8100,2014
1587,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.6,40330.0,white,black,11500,2014
1588,2012,Nissan,NV,3500 S,Van,automatic,ca,1.9,137729.0,white,gray,10500,2014
1589,2012,Nissan,Maxima,3.5 S,Sedan,automatic,ca,2.1,30786.0,black,black,15000,2014
1590,2012,Subaru,Impreza,WRX,Hatchback,manual,ca,3.0,27182.0,blue,black,23750,2014
1591,2012,Toyota,Camry Hybrid,LE,Sedan,automatic,ca,4.3,59349.0,red,beige,15600,2014
1592,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,4.2,41516.0,—,black,13500,2014
1593,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.5,39109.0,gray,black,10400,2014
1594,2012,Nissan,Sentra,2,Sedan,automatic,ca,2.8,76716.0,white,gray,7400,2014
1595,2012,Nissan,Armada,SV,SUV,automatic,ca,2.7,70973.0,black,black,26000,2014
1596,2012,Nissan,GT-R,Black Edition,Coupe,automatic,ca,3.7,20307.0,gray,black,61000,2014
1597,2012,Nissan,Leaf,SL,Hatchback,automatic,ca,2.8,21393.0,black,tan,11250,2014
1598,2012,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,ca,4.4,18266.0,white,beige,37500,2014
1599,2012,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,ca,4.6,29338.0,gray,tan,34000,2014
1600,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.5,68499.0,white,black,10500,2014
1601,2012,Nissan,Versa,1.8 S,Hatchback,automatic,ca,3.1,58768.0,black,black,8400,2014
1603,2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,ca,3.0,54184.0,gray,black,28500,2014
1604,2012,Nissan,Leaf,SL,Hatchback,automatic,ca,4.6,37937.0,—,beige,10750,2014
1605,2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,ca,3.5,57821.0,gray,gray,27750,2014
1606,2012,Porsche,Cayenne,Base,SUV,automatic,ca,3.9,49086.0,black,beige,38750,2014
1607,2012,Nissan,Armada,SL,SUV,automatic,ca,3.3,33561.0,silver,gray,24000,2015
1608,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,4.3,26506.0,white,tan,14750,2014
1609,2012,Porsche,Panamera,S Hybrid,Sedan,automatic,ca,4.1,49288.0,gray,black,49750,2014
1610,2012,Toyota,Camry,SE,Sedan,automatic,ca,2.8,52277.0,black,black,12900,2014
1611,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,4.3,12490.0,gray,black,15000,2014
1612,2012,Subaru,Forester,2.5X Touring PZEV,SUV,automatic,ca,2.3,32594.0,gray,gray,16000,2014
1613,2012,Ram,1500,SLT,Quad Cab,automatic,ca,4.4,52039.0,white,black,17300,2014
1614,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.9,31174.0,—,black,12250,2014
1615,2012,Porsche,Panamera,Base,Sedan,automatic,ca,3.8,29549.0,red,tan,51500,2014
1616,2012,Scion,tC,Base,Hatchback,automatic,ca,3.0,19565.0,burgundy,black,13000,2014
1617,2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,ca,2.4,59940.0,black,black,25000,2014
1618,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,4.4,45196.0,black,black,12200,2014
1619,2012,Nissan,Altima,2.5 S,Coupe,automatic,ca,2.0,26390.0,blue,beige,10200,2014
1620,2012,Porsche,Cayenne,Base,SUV,automatic,ca,4.6,42303.0,gray,beige,41500,2014
1622,2012,Nissan,Sentra,2,Sedan,automatic,ca,1.9,61044.0,blue,gray,5000,2015
1623,2012,Mercedes-Benz,S-Class,S350 BlueTEC 4MATIC,Sedan,automatic,ca,2.9,63968.0,black,black,31250,2014
1625,2012,Nissan,Altima,2.5,Sedan,automatic,ca,2.9,60716.0,red,beige,9100,2014
1626,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,1.9,37887.0,white,black,19000,2014
1628,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,4.1,25209.0,—,black,15400,2014
1629,2012,Mercedes-Benz,S-Class,S350 BlueTEC 4MATIC,Sedan,automatic,ca,4.2,34751.0,gray,black,37500,2014
1630,2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,ca,3.5,60646.0,gray,black,26250,2015
1631,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,4.1,40578.0,beige,beige,12000,2014
1633,2012,Mercedes-Benz,S-Class,S550,Sedan,automatic,ca,3.5,38680.0,—,brown,41750,2015
1634,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.7,25317.0,blue,black,13000,2014
1635,2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,ca,3.8,61663.0,black,gray,26801,2014
1636,2012,Ram,2500,ST,Crew Cab,manual,ca,4.6,31537.0,white,—,36000,2014
1637,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,4.4,13853.0,white,gray,13250,2014
1640,2012,Porsche,911,Carrera S (Midyear Redesign),Coupe,automatic,ca,4.4,16480.0,black,gray,72500,2014
1641,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,4.1,60795.0,silver,black,12500,2014
1642,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,4.3,52004.0,white,gray,11250,2014
1643,2012,Nissan,Leaf,SL,Hatchback,automatic,ca,3.9,18201.0,white,beige,12500,2014
1644,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,4.3,34336.0,—,gray,12000,2014
1645,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.6,61281.0,black,black,9800,2014
1646,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.9,20829.0,white,gray,13250,2014
1647,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.5,33732.0,white,black,12500,2014
1648,2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,ca,3.8,58460.0,—,black,27750,2014
1649,2012,Nissan,Versa,1.8 S,Hatchback,automatic,ca,4.2,41746.0,white,beige,9300,2014
1650,2012,Nissan,Rogue,S,SUV,automatic,ca,4.0,26320.0,white,beige,16000,2014
1651,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.6,26203.0,white,black,13000,2014
1652,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.7,31843.0,black,gray,15250,2014
1653,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.9,44525.0,white,black,11500,2014
1654,2012,Nissan,Altima,2.5 S,Coupe,automatic,ca,4.4,11015.0,white,black,15250,2014
1655,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,4.3,34554.0,white,black,14750,2014
1656,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,4.1,22467.0,white,black,13000,2014
1657,2012,Porsche,Panamera,4,Sedan,automatic,ca,4.1,38926.0,brown,brown,50500,2015
1658,2012,Scion,xB,Base,Wagon,automatic,ca,3.5,18257.0,silver,black,12700,2015
1659,2012,Porsche,Cayenne,Base,SUV,automatic,ca,4.3,27043.0,gray,black,44500,2014
1660,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,2.7,98380.0,white,black,8250,2014
1661,2012,Mitsubishi,Galant,ES,Sedan,automatic,ca,2.5,48910.0,silver,black,9500,2014
1662,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.7,21689.0,white,gray,12000,2014
1663,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,2.9,45473.0,white,beige,12100,2014
1664,2012,Toyota,Camry,SE,Sedan,automatic,ca,2.9,82708.0,black,black,12200,2015
1665,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.8,45288.0,—,black,11250,2014
1666,2012,Nissan,Frontier,S,King Cab,automatic,ca,2.0,227606.0,white,gray,5100,2014
1667,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,4.0,44039.0,white,beige,12900,2014
1668,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.8,65320.0,—,black,10250,2014
1669,2012,Mercedes-Benz,E-Class,E350 Luxury 4MATIC,Sedan,automatic,ca,3.8,46114.0,black,black,24000,2014
1670,2012,Mercedes-Benz,S-Class,S550,Sedan,automatic,ca,3.5,36395.0,black,black,43500,2015
1671,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,2.5,21756.0,—,black,11250,2014
1673,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,2.6,40281.0,white,beige,11250,2014
1674,2012,Mercedes-Benz,M-Class,ML350 BlueTEC,SUV,automatic,ca,2.8,53595.0,white,black,32000,2015
1675,2012,Nissan,Altima,2.5 S,Coupe,automatic,ca,3.6,50358.0,gray,black,12000,2014
1676,2012,Nissan,Armada,SV,SUV,automatic,ca,2.4,33829.0,gray,black,24000,2014
1677,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,4.2,74249.0,white,black,10250,2014
1678,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,2.1,34994.0,—,black,11100,2014
1679,2012,Nissan,Leaf,SL,Hatchback,automatic,ca,4.4,16312.0,—,gray,12750,2014
1680,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.0,14887.0,beige,beige,11500,2014
1681,2012,Mitsubishi,Outlander Sport,SE,SUV,automatic,ca,3.9,28647.0,gray,black,11200,2014
1682,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.6,20526.0,white,gray,12500,2014
1683,2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,ca,3.4,59472.0,black,black,28901,2014
1684,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.7,25195.0,—,black,12000,2014
1685,2012,Mitsubishi,Outlander,SE,SUV,automatic,ca,2.6,44491.0,blue,black,13000,2014
1686,2012,Nissan,Rogue,SV,SUV,automatic,ca,3.6,25635.0,gray,black,15250,2014
1687,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,2.1,26220.0,white,tan,10750,2014
1688,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.5,11951.0,white,black,13700,2014
1689,2012,Subaru,Impreza,WRX,Sedan,manual,ca,2.7,36323.0,blue,black,20800,2014
1690,2012,Nissan,Leaf,SL,Hatchback,automatic,ca,4.5,38247.0,silver,gray,9000,2015
1691,2012,Nissan,Leaf,SL,Hatchback,automatic,ca,4.8,26920.0,black,beige,12000,2014
1692,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.4,66364.0,black,black,10500,2014
1693,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.7,36688.0,—,gray,12400,2014
1694,2012,Nissan,Sentra,2,Sedan,automatic,ca,3.5,34155.0,black,gray,10400,2014
1695,2012,Nissan,Leaf,SL,Hatchback,automatic,ca,3.4,19395.0,black,beige,11000,2015
1696,2012,Nissan,Versa,1.8 S,Hatchback,automatic,ca,2.9,33641.0,red,black,9600,2014
1697,2012,Nissan,Rogue,S,SUV,automatic,ca,2.9,41350.0,red,black,14000,2014
1698,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,4.3,18891.0,gray,black,15500,2014
1699,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.2,40401.0,white,black,12200,2014
1700,2012,Subaru,Legacy,2.5i Premium,Sedan,automatic,ca,2.9,69460.0,gray,black,12500,2014
1701,2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,ca,4.5,68895.0,silver,gray,25000,2014
1702,2012,Mitsubishi,Outlander,SE,SUV,automatic,ca,4.2,37816.0,black,black,12600,2014
1703,2012,Nissan,Rogue,S,SUV,automatic,ca,2.6,56424.0,silver,black,12250,2014
1704,2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,ca,3.1,60981.0,gray,black,26250,2014
1705,2012,Nissan,Frontier,SV,Crew Cab,automatic,ca,2.1,81015.0,black,gray,13300,2014
1706,2012,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,ca,2.2,42503.0,gray,black,29750,2014
1707,2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,ca,2.7,55050.0,gray,black,27900,2015
1708,2012,Nissan,Altima,2.5 S,Coupe,automatic,ca,3.4,26958.0,silver,black,13500,2014
1709,2012,Nissan,Altima,2.5,Sedan,automatic,ca,4.1,53345.0,white,black,8400,2014
1710,2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,ca,4.6,18330.0,white,brown,36750,2014
1711,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,4.5,27499.0,white,gray,13000,2014
1712,2012,Nissan,Rogue,S,SUV,automatic,ca,4.1,44066.0,black,black,14250,2014
1713,2012,Nissan,Altima,2.5,Sedan,automatic,ca,2.8,59724.0,white,black,10600,2014
1714,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,4.8,33533.0,—,black,12500,2014
1715,2012,Nissan,Leaf,SL,Hatchback,automatic,ca,4.8,13406.0,black,beige,12900,2014
1716,2012,Nissan,Leaf,SL,Hatchback,automatic,ca,4.4,33846.0,black,gray,12100,2014
1717,2012,Nissan,Sentra,2,Sedan,automatic,ca,3.7,71281.0,silver,gray,9100,2014
1718,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.9,52631.0,white,black,11900,2014
1719,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.0,43615.0,white,gray,10000,2014
1720,2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,ca,1.9,64548.0,gray,black,23500,2014
1721,2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,ca,2.7,60867.0,black,black,26500,2014
1722,2012,Nissan,Maxima,3.5 SV,Sedan,automatic,ca,3.1,55684.0,—,black,16500,2014
1724,2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,ca,4.2,59052.0,black,gray,30250,2014
1725,2012,Toyota,Camry,SE,Sedan,automatic,ca,2.8,28605.0,silver,black,15200,2014
1726,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,2.0,27826.0,white,gray,11000,2014
1727,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,2.3,31702.0,silver,black,10250,2014
1729,2012,Nissan,Leaf,SL,Hatchback,automatic,ca,4.1,35541.0,blue,gray,11000,2014
1730,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,2.6,29636.0,white,black,10750,2014
1731,2012,Ram,1500,SLT,Quad Cab,automatic,ca,4.5,62646.0,silver,gray,15750,2014
1732,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.8,36396.0,—,black,12400,2014
1733,2012,Nissan,Versa,1.6 S,Sedan,automatic,ca,4.4,53923.0,blue,black,8200,2014
1734,2012,smart,fortwo,passion coupe,Hatchback,automatic,ca,4.4,39963.0,silver,black,7250,2014
1735,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,4.1,6265.0,black,gray,13000,2014
1737,2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.2,23090.0,white,black,12750,2014
1738,2011,BMW,3 Series,328i,Coupe,automatic,ca,2.8,31272.0,white,black,21750,2014
